,user_id,click_article_id,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_region,click_referrer_type
293946,144147,157702,1507310477631,4,1,17,1,21,2
294020,118714,123289,1507305862253,4,3,2,1,16,2
294021,118714,124748,1507306151684,4,3,2,1,16,1
294022,118714,124350,1507306181684,4,3,2,1,16,1
294071,140458,123289,1507305974233,4,1,17,1,25,2
294072,140458,124748,1507306191682,4,1,17,1,25,1
294073,140458,123290,1507306366290,4,1,17,1,25,1
294074,140458,283392,1507306396290,4,1,17,1,25,1
294113,118691,123289,1507305839669,4,1,17,1,25,2
294114,118691,123818,1507306016339,4,1,17,1,25,1
294115,118691,123290,1507306033556,4,1,17,1,25,1
294116,118691,123757,1507306067625,4,1,17,1,25,1
294117,118691,124352,1507306097625,4,1,17,1,25,1
294286,118666,123289,1507306027186,4,1,17,1,20,2
294287,118666,123909,1507306102455,4,1,17,1,20,1
294288,118666,277068,1507306109943,4,1,17,1,20,1
294289,118666,124228,1507306146989,4,1,17,1,20,1
294290,118666,198817,1507306176989,4,1,17,1,20,1
294307,142547,123289,1507305936557,4,1,17,1,25,2
294308,142547,123290,1507306109338,4,1,17,1,25,1
294309,142547,124352,1507306163330,4,1,17,1,25,1
294310,142547,123818,1507306206056,4,1,17,1,25,1
294311,142547,123757,1507306236056,4,1,17,1,25,1
294329,168810,29766,1507307251010,4,1,17,1,21,2
294330,168810,235680,1507307281010,4,1,17,1,21,2
294331,118659,283392,1507306557090,4,1,17,1,7,2
294332,118659,198817,1507306587090,4,1,17,1,7,2
294395,189425,208473,1507306002103,4,1,17,1,20,1
294396,189425,207797,1507306102534,4,1,17,1,20,1
294397,189425,124194,1507306845517,4,1,17,1,20,1
294398,189425,273415,1507306875517,4,1,17,1,20,1
294399,118645,283392,1507306408571,4,1,17,1,8,2
294400,118645,58891,1507306438571,4,1,17,1,8,2
294476,180686,283392,1507306101398,4,1,17,1,7,1
294477,180686,214709,1507306131398,4,1,17,1,7,1
294478,154493,283392,1507306091582,4,1,17,1,7,2
294479,154493,214710,1507306119953,4,1,17,1,7,1
294480,154493,198817,1507306149953,4,1,17,1,7,1
294503,118628,158915,1507306088678,4,1,17,1,9,2
294504,118628,182256,1507308443553,4,1,17,1,9,2
294505,118628,124177,1507308509217,4,1,17,1,9,1
294506,118628,58891,1507308538199,4,1,17,1,9,2
294507,118628,198817,1507309149677,4,1,17,1,9,2
294508,118628,88765,1507309179677,4,1,17,1,9,2
294563,118618,198817,1507306990922,4,1,17,1,24,2
294564,118618,95977,1507307020922,4,1,17,1,24,2
294591,118612,214129,1507307764531,4,1,17,1,21,1
294592,118612,214138,1507308017295,4,1,17,1,21,1
294593,118612,234359,1507308047295,4,1,17,1,21,1
294641,118601,208473,1507306167109,2,4,2,1,20,1
294642,118601,156521,1507306197109,2,4,2,1,20,1
294659,118597,158915,1507306638294,4,1,17,1,21,2
294660,118597,157748,1507306673169,4,1,17,1,21,2
294661,118597,58891,1507306738739,4,1,17,1,21,2
294662,118597,283392,1507309407099,4,1,17,1,21,2
294663,118597,214109,1507309437099,4,1,17,1,21,2
294674,167864,182256,1507310411770,4,1,17,1,25,2
294675,167864,95977,1507310441770,4,1,17,1,25,2
294721,118588,283392,1507306562181,4,1,17,1,25,2
294722,118588,214709,1507306592181,4,1,17,1,25,2
294771,118578,124194,1507306396253,4,3,2,1,21,2
294772,118578,123757,1507306426253,4,3,2,1,21,2
294780,198213,284422,1507306304140,4,1,17,1,8,1
294781,198213,119200,1507306334140,4,1,17,1,8,1
294854,161256,123289,1507306787959,4,3,2,1,25,2
294855,161256,198817,1507306817959,4,3,2,1,25,2
294856,118560,124350,1507306574227,4,1,17,1,25,1
294857,118560,355867,1507306604227,4,1,17,1,25,1
294875,118557,123289,1507306295386,4,3,2,1,6,2
294876,118557,198817,1507306615925,4,3,2,1,6,2
294877,118557,29766,1507306645925,4,3,2,1,6,2
294955,194096,95977,1507306394840,4,1,17,1,25,2
294956,194096,96528,1507306424840,4,1,17,1,25,2
294987,118539,284422,1507306355339,4,1,17,1,8,1
294988,118539,123289,1507308308229,4,1,17,1,8,2
294989,118539,304093,1507308614340,4,1,17,1,8,1
294990,118539,124734,1507308644340,4,1,17,1,8,1
294994,118537,123289,1507306471129,4,1,17,1,24,2
294995,118537,124352,1507306533536,4,1,17,1,24,1
294996,118537,123757,1507306563536,4,1,17,1,24,1
295016,118531,123289,1507306374715,4,3,20,1,13,2
295017,118531,123290,1507306476594,4,3,20,1,13,1
295018,118531,124352,1507306497372,4,3,20,1,13,1
295019,118531,123818,1507306532194,4,3,20,1,13,1
295020,118531,123757,1507306562194,4,3,20,1,13,1
295132,118510,198817,1507306473909,4,1,17,1,25,2
295133,118510,123289,1507306503909,4,1,17,1,25,2
295256,118489,124194,1507306504759,4,1,17,1,8,1
295257,118489,124350,1507306534759,4,1,17,1,8,1
295325,118474,123289,1507306556261,4,1,17,1,13,2
295326,118474,140985,1507306586261,4,1,17,1,13,2
295383,149738,158915,1507306555234,4,3,20,1,21,1
295384,149738,166514,1507306964088,4,3,20,1,21,2
295385,149738,236444,1507307075128,4,3,20,1,21,1
295386,149738,236951,1507307105128,4,3,20,1,21,1
295411,140886,123289,1507311334448,4,1,17,1,19,2
295412,140886,255620,1507312879495,4,1,17,1,19,1
295413,140886,254786,1507312891253,4,1,17,1,19,1
295414,140886,255875,1507312921253,4,1,17,1,19,1
295428,145190,123289,1507307095881,4,1,13,1,5,2
295429,145190,283392,1507307125881,4,1,13,1,5,2
295436,162176,157252,1507307981406,4,1,17,1,20,1
295437,162176,198817,1507308011406,4,1,17,1,20,1
295454,118450,283392,1507306699125,4,1,17,1,7,2
295455,118450,198817,1507308567831,4,1,17,1,7,2
295456,118450,214109,1507308597831,4,1,17,1,7,2
295518,118441,283392,1507306670003,4,1,17,1,25,2
295519,118441,198817,1507306692321,4,1,17,1,25,2
295520,118441,338340,1507327624598,4,1,17,1,25,2
295521,118441,293050,1507327654598,4,1,17,1,25,2
295524,118439,123289,1507306627429,4,1,17,1,13,2
295525,118439,166204,1507306657429,4,1,17,1,13,2
295531,185480,30700,1507306631247,4,1,17,1,5,4
295532,185480,283392,1507306661247,4,1,17,1,5,4
295600,196887,352750,1507309584689,4,3,20,1,25,1
295601,196887,352757,1507309614689,4,3,20,1,25,1
295605,118422,182256,1507307757548,4,1,17,1,25,2
295606,118422,95977,1507307851837,4,1,17,1,25,2
295607,118422,29766,1507307881837,4,1,17,1,25,2
295610,118421,123289,1507306696173,4,3,2,1,25,2
295611,118421,124177,1507306726173,4,3,2,1,25,2
295629,197598,123289,1507306767913,4,1,17,1,5,2
295630,197598,123757,1507306938092,4,1,17,1,5,1
295631,197598,124748,1507307142178,4,1,17,1,5,1
295632,197598,158915,1507307172178,4,1,17,1,5,1
295633,187365,123289,1507307448049,4,3,20,1,13,2
295634,187365,283392,1507307478049,4,3,20,1,13,2
295717,140181,283392,1507306971582,4,1,17,1,16,2
295718,140181,198817,1507307001582,4,1,17,1,16,2
295836,169356,208473,1507306793082,4,1,17,1,21,1
295837,169356,214109,1507306806881,4,1,17,1,21,1
295838,169356,49204,1507306836881,4,1,17,1,21,1
295928,118375,124734,1507306923354,4,3,2,1,7,1
295929,118375,283392,1507306953354,4,3,2,1,7,1
295967,118368,123909,1507306882080,4,1,17,1,25,5
295968,118368,124734,1507307089591,4,1,17,1,25,1
295969,118368,124177,1507307282341,4,1,17,1,25,1
295970,118368,313619,1507307312341,4,1,17,1,25,1
295990,118367,123289,1507306885904,4,3,20,1,13,6
295991,118367,124350,1507306915904,4,3,20,1,13,6
296056,168102,96528,1507307209917,4,1,17,10,28,1
296057,168102,63294,1507307239917,4,1,17,10,28,1
296132,184474,123289,1507306988481,4,1,17,1,25,2
296133,184474,123909,1507307018481,4,1,17,1,25,2
296139,118343,124194,1507306973468,4,1,17,1,25,5
296140,118343,124350,1507307077745,4,1,17,1,25,1
296141,118343,315088,1507307107745,4,1,17,1,25,1
296146,118341,198817,1507307179595,4,1,17,1,25,2
296147,118341,182256,1507307200887,4,1,17,1,25,2
296148,118341,124350,1507307753292,4,1,17,1,25,1
296149,118341,123289,1507307758905,4,1,17,1,25,1
296150,118341,236444,1507307840516,4,1,17,1,25,1
296151,118341,284422,1507307870516,4,1,17,1,25,1
296157,118339,283392,1507307095895,4,1,17,1,6,2
296158,118339,236444,1507307125895,4,1,17,1,6,2
296198,157212,123289,1507307186598,4,1,12,9,28,2
296199,157212,124748,1507307216598,4,1,12,9,28,2
296200,118334,123289,1507307027428,4,1,17,1,13,2
296201,118334,123290,1507307358726,4,1,17,1,13,1
296202,118334,124352,1507307364024,4,1,17,1,13,1
296203,118334,123818,1507307368896,4,1,17,1,13,1
296204,118334,123757,1507307382900,4,1,17,1,13,1
296205,118334,198817,1507307412900,4,1,17,1,13,1
296226,168158,208473,1507307035660,4,1,17,1,2,1
296227,168158,48644,1507307065660,4,1,17,1,2,1
296260,118322,123289,1507307113743,4,1,17,1,15,2
296261,118322,198817,1507307261524,4,1,17,1,15,2
296262,118322,283392,1507307920783,4,1,17,1,15,2
296263,118322,29766,1507307950783,4,1,17,1,15,2
296427,118297,198817,1507307299945,4,1,17,1,8,2
296428,118297,58891,1507307329945,4,1,17,1,8,2
296489,176114,124350,1507307952249,4,3,2,1,25,1
296490,176114,123289,1507307982249,4,3,2,1,25,1
296505,195651,123289,1507307180120,4,1,17,1,13,2
296506,195651,124734,1507307210120,4,1,17,1,13,2
296562,118272,123289,1507307210582,4,1,17,1,6,2
296563,118272,123909,1507307240582,4,1,17,1,6,2
296641,118257,283392,1507307374869,4,3,2,1,8,2
296642,118257,123289,1507307404869,4,3,2,1,8,2
296666,158162,198817,1507307439111,4,1,17,1,21,2
296667,158162,250751,1507308298775,4,1,17,1,21,1
296668,158162,251566,1507308328775,4,1,17,1,21,1
296705,118246,198817,1507307354581,4,1,17,1,13,2
296706,118246,219792,1507307384581,4,1,17,1,13,2
296800,118226,123289,1507307356793,4,1,17,1,20,2
296801,118226,58891,1507307406345,4,1,17,1,20,2
296802,118226,95977,1507307865966,4,1,17,1,20,2
296803,118226,198817,1507307895966,4,1,17,1,20,2
296919,118202,283392,1507307475940,4,3,2,1,25,2
296920,118202,124177,1507307505940,4,3,2,1,25,2
297024,118182,2044,1507307553183,4,1,17,1,1,1
297025,118182,95977,1507307597591,4,1,17,1,1,1
297026,118182,74803,1507307627591,4,1,17,1,1,1
297176,186450,123614,1507307545027,4,1,17,1,25,2
297177,186450,124350,1507307818195,4,1,17,1,25,1
297178,186450,124748,1507308206636,4,1,17,1,25,1
297179,186450,198817,1507308236636,4,1,17,1,25,1
297256,124580,123289,1507307580150,4,1,17,1,9,2
297257,124580,123614,1507307610150,4,1,17,1,9,2
297279,163521,95977,1507307874483,4,1,17,1,25,2
297280,163521,29766,1507307904483,4,1,17,1,25,2
297304,121849,157252,1507307663497,4,1,17,1,8,1
297305,121849,214600,1507307831389,4,1,17,1,8,1
297306,121849,225124,1507308088900,4,1,17,1,8,7
297307,121849,293062,1507308419668,4,1,17,1,8,7
297308,121849,207239,1507308449668,4,1,17,1,8,7
297409,118125,123289,1507307727652,4,1,17,1,25,2
297410,118125,124748,1507307757652,4,1,17,1,25,2
297440,140777,198817,1507307868776,4,3,2,10,28,2
297441,140777,157748,1507307898776,4,3,2,10,28,2
297583,118093,123289,1507309242737,4,3,2,1,13,2
297584,118093,283392,1507309272737,4,3,2,1,13,2
297585,118092,123289,1507307778386,4,3,2,1,25,2
297586,118092,124748,1507307808386,4,3,2,1,25,2
297608,118089,95977,1507311124840,4,1,17,1,16,2
297609,118089,182256,1507311146624,4,1,17,1,16,2
297610,118089,301105,1507311176624,4,1,17,1,16,2
297709,156902,123289,1507307827204,4,1,17,1,16,2
297710,156902,123909,1507307857204,4,1,17,1,16,2
297875,168357,123289,1507311678859,4,1,17,1,27,2
297876,168357,124350,1507311863304,4,1,17,1,27,1
297877,168357,124352,1507312027574,4,1,17,1,27,1
297878,168357,123290,1507312130353,4,1,17,1,27,1
297879,168357,123818,1507312278036,4,1,17,1,27,1
297880,168357,123757,1507312392276,4,1,17,1,27,1
297881,168357,145101,1507313000596,4,1,17,1,27,1
297882,168357,144879,1507313405896,4,1,17,1,27,1
297883,168357,293062,1507313435896,4,1,17,1,27,1
297986,118029,42787,1507308118476,4,1,17,1,8,1
297987,118029,114853,1507308148476,4,1,17,1,8,1
297998,118026,39879,1507307953062,4,1,17,1,20,5
297999,118026,39902,1507307983062,4,1,17,1,20,5
298099,133592,124194,1507308041836,4,1,17,1,13,1
298100,133592,123614,1507310813561,4,1,17,1,13,1
298101,133592,123289,1507310843561,4,1,17,1,13,1
298109,190346,123289,1507308043005,4,3,20,1,25,2
298110,190346,124748,1507308073005,4,3,20,1,25,2
298163,199755,48586,1507308530628,4,1,17,1,6,1
298164,199755,214600,1507308575566,4,1,17,1,6,1
298165,199755,49204,1507308605566,4,1,17,1,6,1
298194,117990,123289,1507308116910,4,1,17,1,20,2
298195,117990,198817,1507308170176,4,1,17,1,20,2
298196,117990,123290,1507308200176,4,1,17,1,20,2
298227,196142,83668,1507308150400,4,1,17,1,7,1
298228,196142,84084,1507308180400,4,1,17,1,7,1
298295,117975,123289,1507308172053,4,3,2,1,21,2
298296,117975,124352,1507308367106,4,3,2,1,21,1
298297,117975,123290,1507308397106,4,3,2,1,21,1
298310,117972,123290,1507308914048,4,1,17,1,16,1
298311,117972,124352,1507308931866,4,1,17,1,16,1
298312,117972,123818,1507308943771,4,1,17,1,16,1
298313,117972,123757,1507308973771,4,1,17,1,16,1
298362,117964,123289,1507308181023,4,1,17,1,24,2
298363,117964,124352,1507308299084,4,1,17,1,24,1
298364,117964,123818,1507308299217,4,1,17,1,24,1
298365,117964,123290,1507308300655,4,1,17,1,24,1
298366,117964,123757,1507308330655,4,1,17,1,24,1
298410,151310,124350,1507308965940,4,3,20,1,13,1
298411,151310,124734,1507308970339,4,3,20,1,13,1
298412,151310,119200,1507309761293,4,3,20,1,13,1
298413,151310,119108,1507309791293,4,3,20,1,13,1
298438,155939,123289,1507308212412,4,3,2,1,5,2
298439,155939,198817,1507308550495,4,3,2,1,5,2
298440,155939,182256,1507308713938,4,3,2,1,5,2
298441,155939,95977,1507308743938,4,3,2,1,5,2
298450,117946,123289,1507308233402,2,4,2,1,13,2
298451,117946,207714,1507308356971,2,4,2,1,13,1
298452,117946,202701,1507308450262,2,4,2,1,13,1
298453,117946,208596,1507308676506,2,4,2,1,13,1
298454,117946,206711,1507308706506,2,4,2,1,13,1
298473,117941,123614,1507308237370,4,3,2,1,21,2
298474,117941,123290,1507308320982,4,3,2,1,21,1
298475,117941,124734,1507308350982,4,3,2,1,21,1
298482,166906,141412,1507309591052,4,1,17,1,13,1
298483,166906,140574,1507309621052,4,1,17,1,13,1
298487,117938,124194,1507308255232,4,1,17,1,24,1
298488,117938,123289,1507308285232,4,1,17,1,24,1
298589,185302,313807,1507308433660,4,1,17,1,25,1
298590,185302,124734,1507308691274,4,1,17,1,25,1
298591,185302,95977,1507308721274,4,1,17,1,25,1
298594,117924,123614,1507308596548,4,1,17,1,13,2
298595,117924,123289,1507308680589,4,1,17,1,13,2
298596,117924,282964,1507308801441,4,1,17,1,13,1
298597,117924,214709,1507308831441,4,1,17,1,13,1
298698,117903,123289,1507308544132,4,1,17,1,25,2
298699,117903,123818,1507308675364,4,1,17,1,25,1
298700,117903,123290,1507308705364,4,1,17,1,25,1
298772,187346,145623,1507308458279,4,1,17,1,13,1
298773,187346,145237,1507308488279,4,1,17,1,13,1
298806,117884,30756,1507308469506,4,1,17,1,17,1
298807,117884,30775,1507308499506,4,1,17,1,17,1
298892,117868,123614,1507308537444,4,1,17,1,25,2
298893,117868,283392,1507308538886,4,1,17,1,25,2
298894,117868,198817,1507308550999,4,1,17,1,25,2
298895,117868,182256,1507308563163,4,1,17,1,25,2
298896,117868,124194,1507308623453,4,1,17,1,25,2
298897,117868,123290,1507308671519,4,1,17,1,25,1
298898,117868,338340,1507309883243,4,1,17,1,25,1
298899,117868,315088,1507309898363,4,1,17,1,25,1
298900,117868,320565,1507309928363,4,1,17,1,25,1
299113,117827,283392,1507309748518,4,1,17,1,25,2
299114,117827,124194,1507309819535,4,1,17,1,25,1
299115,117827,198817,1507309849535,4,1,17,1,25,1
299169,117815,123289,1507309151586,4,1,17,1,25,2
299170,117815,95977,1507309181586,4,1,17,1,25,2
299220,117804,123289,1507309724998,4,3,20,1,13,2
299221,117804,123614,1507309754998,4,3,20,1,13,2
299433,186777,157252,1507308943054,4,1,17,1,11,1
299434,186777,123289,1507308973054,4,1,17,1,11,1
299465,117759,123289,1507308982105,4,1,17,1,22,2
299466,117759,123614,1507309118203,4,1,17,1,22,2
299467,117759,123290,1507309183305,4,1,17,1,22,1
299468,117759,124734,1507309213305,4,1,17,1,22,1
299475,117757,123289,1507308896399,4,3,2,1,6,2
299476,117757,283392,1507308926399,4,3,2,1,6,2
299485,117754,123289,1507308879865,4,1,17,1,25,2
299486,117754,198817,1507308909865,4,1,17,1,25,2
299502,117752,209200,1507309324892,4,1,17,1,9,1
299503,117752,96653,1507309332414,4,1,17,1,9,1
299504,117752,96743,1507309428763,4,1,17,1,9,1
299505,117752,96382,1507309461710,4,1,17,1,9,1
299506,117752,96947,1507309482061,4,1,17,1,9,1
299507,117752,293062,1507309512061,4,1,17,1,9,1
299591,197697,123289,1507310114338,4,1,17,1,5,2
299592,197697,198817,1507310144338,4,1,17,1,5,2
299612,158208,293062,1507309200109,4,1,17,1,20,1
299613,158208,265238,1507309230109,4,1,17,1,20,1
299680,186011,95977,1507309600758,4,1,17,1,25,2
299681,186011,236951,1507309630758,4,1,17,1,25,2
299750,196644,124194,1507309080086,4,1,13,1,24,1
299751,196644,283392,1507309340708,4,1,13,1,24,1
299752,196644,62464,1507309370708,4,1,13,1,24,1
299761,117709,123289,1507309098319,4,1,17,1,13,2
299762,117709,123290,1507309359113,4,1,17,1,13,1
299763,117709,124352,1507309377626,4,1,17,1,13,1
299764,117709,123818,1507309415828,4,1,17,1,13,1
299765,117709,123757,1507309445828,4,1,17,1,13,1
299879,117691,158915,1507309163357,4,3,2,1,25,2
299880,117691,198817,1507309193357,4,3,2,1,25,2
299907,117682,111215,1507309488939,4,1,17,1,10,1
299908,117682,124194,1507309708588,4,1,17,1,10,1
299909,117682,124350,1507309738588,4,1,17,1,10,1
299918,117681,236444,1507309462277,4,1,17,1,25,2
299919,117681,124194,1507309703288,4,1,17,1,25,2
299920,117681,123818,1507309960670,4,1,17,1,25,1
299921,117681,123757,1507309984701,4,1,17,1,25,1
299922,117681,198817,1507310014701,4,1,17,1,25,1
299928,194296,124194,1507309170602,4,1,17,1,25,1
299929,194296,58891,1507317097700,4,1,17,1,25,2
299930,194296,95977,1507317127700,4,1,17,1,25,2
300027,144026,124194,1507309273103,4,3,2,1,9,1
300028,144026,124748,1507309303103,4,3,2,1,9,1
300092,117651,48500,1507309365810,4,1,17,1,6,1
300093,117651,48868,1507309395810,4,1,17,1,6,1
300389,190866,206315,1507309447836,4,1,17,1,16,1
300390,190866,207239,1507309489839,4,1,17,1,16,1
300391,190866,214129,1507309492266,4,1,17,1,16,1
300392,190866,198817,1507309522266,4,1,17,1,16,1
300513,160295,213988,1507309682756,4,1,17,1,21,1
300514,160295,49204,1507309712756,4,1,17,1,21,1
300615,117566,123757,1507309564432,4,3,2,1,25,2
300616,117566,123818,1507309585994,4,3,2,1,25,1
300617,117566,123909,1507309615994,4,3,2,1,25,1
300795,157005,124350,1507309763663,4,1,17,1,21,1
300796,157005,166514,1507309969518,4,1,17,1,21,1
300797,157005,209200,1507310282542,4,1,17,1,21,1
300798,157005,119200,1507311660452,4,1,17,1,21,1
300799,157005,158915,1507311690452,4,1,17,1,21,1
300865,117528,283776,1507309732107,4,3,2,1,25,7
300866,117528,208473,1507310158742,4,3,2,1,25,7
300867,117528,157252,1507310188742,4,3,2,1,25,7
300896,121576,49204,1507309935858,4,1,17,1,20,1
300897,121576,63660,1507309965858,4,1,17,1,20,1
300914,178225,123289,1507309765221,4,3,2,1,13,2
300915,178225,124194,1507309795221,4,3,2,1,13,2
300926,117517,123289,1507311062684,4,1,17,1,5,2
300927,117517,124748,1507311092684,4,1,17,1,5,2
300978,117509,123289,1507309858215,4,1,17,1,8,1
300979,117509,123290,1507309888215,4,1,17,1,8,1
300989,121962,123289,1507309821220,4,1,17,1,18,2
300990,121962,198817,1507310882588,4,1,17,1,18,2
300991,121962,283392,1507311317672,4,1,17,1,18,2
300992,121962,95977,1507311347672,4,1,17,1,18,2
301102,117483,123289,1507310485765,4,1,12,1,21,2
301103,117483,124748,1507310515765,4,1,12,1,21,2
301156,187229,123289,1507309899178,4,1,17,1,9,2
301157,187229,338340,1507309929178,4,1,17,1,9,2
301191,117469,123289,1507309997539,4,3,2,1,4,2
301192,117469,124352,1507310027539,4,3,2,1,4,2
301206,193427,123289,1507309940784,4,1,17,1,13,2
301207,193427,123290,1507310082518,4,1,17,1,13,1
301208,193427,124352,1507310124724,4,1,17,1,13,1
301209,193427,123757,1507310154724,4,1,17,1,13,1
301235,131914,214109,1507312418788,4,1,17,1,25,2
301236,131914,36400,1507312448788,4,1,17,1,25,2
301288,130123,58891,1507310326907,4,1,17,1,25,2
301289,130123,198817,1507310356907,4,1,17,1,25,2
301314,155308,313807,1507310097806,4,4,20,1,21,1
301315,155308,42787,1507310127806,4,4,20,1,21,1
301385,117431,123289,1507310802166,4,1,17,1,13,2
301386,117431,124734,1507310818237,4,1,17,1,13,1
301387,117431,124177,1507310848237,4,1,17,1,13,1
301492,138798,198817,1507311338825,4,1,17,1,10,2
301493,138798,199114,1507311619681,4,1,17,1,10,1
301494,138798,123289,1507311851517,4,1,17,1,10,2
301495,138798,124748,1507312036317,4,1,17,1,10,1
301496,138798,124194,1507313924205,4,1,17,1,10,2
301497,138798,95977,1507314409045,4,1,17,1,10,2
301498,138798,338340,1507317775819,4,1,17,1,10,2
301499,138798,293050,1507317805819,4,1,17,1,10,2
301605,168874,214109,1507310599610,4,1,17,1,2,2
301606,168874,157844,1507310653329,4,1,17,1,2,1
301607,168874,156521,1507310683329,4,1,17,1,2,1
301619,117382,208430,1507342889800,4,1,17,1,13,2
301620,117382,235824,1507575897929,4,1,17,1,13,2
301621,117382,236904,1507751757303,4,1,17,1,13,2
301622,117382,20691,1507850222326,4,1,17,1,13,2
301623,117382,271262,1507901101627,4,1,17,1,13,2
301624,117382,58580,1507901131627,4,1,17,1,13,2
301726,156487,283392,1507310520242,4,1,17,10,28,2
301727,156487,124177,1507310550242,4,1,17,10,28,2
301807,117345,157252,1507310389856,4,3,2,1,7,1
301808,117345,84084,1507310419856,4,3,2,1,7,1
301850,117338,198817,1507311862155,4,1,17,1,25,2
301851,117338,95977,1507311892155,4,1,17,1,25,2
301875,117330,123289,1507310432432,4,1,17,1,9,2
301876,117330,123757,1507310563369,4,1,17,1,9,1
301877,117330,123614,1507310672087,4,1,17,1,9,2
301878,117330,283392,1507310702087,4,1,17,1,9,2
301918,168835,323949,1507310469662,4,1,17,1,25,1
301919,168835,313807,1507310499662,4,1,17,1,25,1
301993,117320,214109,1507310781499,4,1,17,11,28,2
301994,117320,257291,1507310811499,4,1,17,11,28,2
301995,199066,283392,1507310920963,4,1,17,1,25,2
301996,199066,214709,1507310950963,4,1,17,1,25,2
301997,154175,208473,1507310450914,4,1,17,1,25,2
301998,154175,283392,1507310480914,4,1,17,1,25,2
302208,117289,123289,1507311066408,4,1,17,1,13,2
302209,117289,124350,1507311096408,4,1,17,1,13,2
302447,190893,123289,1507310759579,4,1,17,1,7,2
302448,190893,208473,1507310789579,4,1,17,1,7,2
302464,125746,198817,1507310826706,4,1,17,1,25,2
302465,125746,313807,1507310856706,4,1,17,1,25,2
302510,183522,123289,1507311051971,4,1,17,1,13,2
302511,183522,214109,1507311081971,4,1,17,1,13,2
302558,117227,124350,1507310875388,4,1,17,1,25,1
302559,117227,123909,1507311226587,4,1,17,1,25,1
302560,117227,208473,1507312186710,4,1,17,1,25,1
302561,117227,123289,1507312216710,4,1,17,1,25,1
302652,165047,205973,1507310905453,4,3,20,1,25,2
302653,165047,208473,1507310935453,4,3,20,1,25,2
302699,193062,78353,1507311026521,4,1,17,1,25,4
302700,193062,49204,1507311056521,4,1,17,1,25,4
302750,117198,214109,1507311138424,4,3,2,1,25,2
302751,117198,257291,1507311168424,4,3,2,1,25,2
302758,123015,123289,1507311144737,4,1,17,1,11,2
302759,123015,123614,1507311174737,4,1,17,1,11,2
302874,117174,123289,1507311054658,4,3,2,1,25,2
302875,117174,123614,1507311364876,4,3,2,1,25,2
302876,117174,283392,1507311394876,4,3,2,1,25,2
302984,188146,283392,1507311537518,4,1,17,1,20,2
302985,188146,95977,1507311567518,4,1,17,1,20,2
303096,117134,123289,1507311240777,4,3,2,1,5,2
303097,117134,182256,1507311270777,4,3,2,1,5,2
303186,141039,95819,1507311698807,4,3,2,1,8,1
303187,141039,96947,1507311728807,4,3,2,1,8,1
303320,117099,42804,1507311356697,4,1,17,1,17,5
303321,117099,68918,1507311386697,4,1,17,1,17,5
303401,166933,123826,1507322649686,4,1,17,1,13,2
303402,166933,123564,1507322679686,4,1,17,1,13,2
303456,155893,123289,1507311449023,4,3,2,1,21,2
303457,155893,124734,1507311479023,4,3,2,1,21,2
303516,168890,123289,1507312557902,4,1,17,1,8,2
303517,168890,123290,1507312645046,4,1,17,1,8,1
303518,168890,124352,1507312669108,4,1,17,1,8,1
303519,168890,123818,1507312704299,4,1,17,1,8,1
303520,168890,123757,1507312734299,4,1,17,1,8,1
303538,117064,205973,1507311576105,4,3,2,1,25,7
303539,117064,208473,1507311606105,4,3,2,1,25,7
303613,197372,123289,1507311587291,4,1,13,1,12,2
303614,197372,124350,1507311832238,4,1,13,1,12,1
303615,197372,124748,1507312002800,4,1,13,1,12,1
303616,197372,124352,1507312239986,4,1,13,1,12,1
303617,197372,123757,1507312269986,4,1,13,1,12,1
303620,117049,123289,1507311594414,4,3,2,1,16,2
303621,117049,124350,1507311742403,4,3,2,1,16,1
303622,117049,331738,1507312014741,4,3,2,1,16,1
303623,117049,95977,1507312258862,4,3,2,1,16,2
303624,117049,95819,1507312515302,4,3,2,1,16,1
303625,117049,144879,1507312606309,4,3,2,1,16,1
303626,117049,308282,1507312868081,4,3,2,1,16,1
303627,117049,293062,1507312898081,4,3,2,1,16,1
303639,136757,124350,1507311898148,4,1,17,1,25,1
303640,136757,123289,1507312043340,4,1,17,1,25,1
303641,136757,315088,1507312498091,4,1,17,1,25,1
303642,136757,198817,1507312640681,4,1,17,1,25,1
303643,136757,157261,1507312670681,4,1,17,1,25,1
303647,117046,124350,1507311638236,4,3,2,1,9,1
303648,117046,123289,1507311668236,4,3,2,1,9,1
303706,117030,123290,1507312012407,4,3,2,1,21,1
303707,117030,123818,1507312036619,4,3,2,1,21,1
303708,117030,123289,1507312066619,4,3,2,1,21,1
303709,182998,283392,1507311788052,4,1,17,1,8,2
303710,182998,208473,1507313128716,4,1,17,1,8,2
303711,182998,118391,1507313158716,4,1,17,1,8,2
303715,122488,128957,1507311922286,4,1,17,1,13,1
303716,122488,214129,1507311952286,4,1,17,1,13,1
303759,117021,48586,1507311753664,4,1,17,1,6,1
303760,117021,166227,1507311783664,4,1,17,1,6,1
303779,117015,168623,1507311667341,4,1,17,1,8,5
303780,117015,276970,1507311697341,4,1,17,1,8,5
303816,145434,123289,1507311977328,4,1,17,1,13,1
303817,145434,198817,1507312064214,4,1,17,1,13,1
303818,145434,96947,1507312094214,4,1,17,1,13,1
304032,116980,95977,1507311993741,4,1,17,1,25,2
304033,116980,40744,1507312023741,4,1,17,1,25,2
